,games,gs,name,team,war,year,starter,height,weight,bmi,yoc
6293,25.0,0.0,Bryan Eversgerd,Expos,-0.2,1995.0,rp,73,190,25.064740101332333,2.0
6294,3.0,0.0,Bryan Eversgerd,Rangers,-0.1,1997.0,rp,73,190,25.064740101332333,4.0
6295,8.0,0.0,Bryan Eversgerd,Cardinals,-0.1,1998.0,rp,73,190,25.064740101332333,5.0
6296,11.0,11.0,Scott Eyre,White Sox,-0.1,1997.0,sp,73,160,21.1071495590167,1.0
6297,33.0,17.0,Scott Eyre,White Sox,-1.0,1998.0,sp,73,160,21.1071495590167,2.0
6298,21.0,0.0,Scott Eyre,White Sox,-0.3,1999.0,rp,73,160,21.1071495590167,3.0
6299,13.0,1.0,Scott Eyre,White Sox,0.0,2000.0,rp,73,160,21.1071495590167,4.0
6300,17.0,0.0,Scott Eyre,Blue Jays,0.3,2001.0,rp,73,160,21.1071495590167,5.0
6301,70.0,3.0,Scott Eyre,2 Teams,1.1,2002.0,rp,73,160,21.1071495590167,6.0
6302,49.0,3.0,Scott Eyre,Blue Jays,0.9,2002.0,rp,73,160,21.1071495590167,6.0
6303,74.0,0.0,Scott Eyre,Giants,0.2,2003.0,rp,73,160,21.1071495590167,7.0
6304,83.0,0.0,Scott Eyre,Giants,-0.2,2004.0,rp,73,160,21.1071495590167,8.0
6305,86.0,0.0,Scott Eyre,Giants,1.5,2005.0,rp,73,160,21.1071495590167,9.0
6306,74.0,0.0,Scott Eyre,Cubs,0.2,2006.0,rp,73,160,21.1071495590167,10.0
6307,55.0,0.0,Scott Eyre,Cubs,0.2,2007.0,rp,73,160,21.1071495590167,11.0
6308,38.0,0.0,Scott Eyre,2 Teams,0.6,2008.0,rp,73,160,21.1071495590167,12.0
6309,19.0,0.0,Scott Eyre,Cubs,0.2,2008.0,rp,73,160,21.1071495590167,12.0
6310,42.0,0.0,Scott Eyre,Phillies,0.0,2009.0,rp,73,160,21.1071495590167,13.0
6311,42.0,0.0,Willie Eyre,Twins,-0.4,2006.0,rp,74,205,26.31756756756757,1.0
6312,33.0,2.0,Willie Eyre,Rangers,0.0,2007.0,rp,74,205,26.31756756756757,2.0
6313,17.0,0.0,Willie Eyre,Rangers,0.2,2009.0,rp,74,205,26.31756756756757,4.0
6314,19.0,0.0,Willie Eyre,Orioles,0.1,2011.0,rp,74,205,26.31756756756757,6.0
6315,6.0,5.0,Hector Fajardo,2 Teams,0.4,1991.0,sp,76,185,22.51644736842105,1.0
6316,2.0,2.0,Hector Fajardo,Pirates,0.1,1991.0,sp,76,185,22.51644736842105,1.0
6317,1.0,0.0,Hector Fajardo,Rangers,0.0,1993.0,rp,76,185,22.51644736842105,3.0
6318,18.0,12.0,Hector Fajardo,Rangers,0.4,1994.0,sp,76,185,22.51644736842105,4.0
6319,5.0,0.0,Hector Fajardo,Rangers,0.0,1995.0,rp,76,185,22.51644736842105,5.0
6320,34.0,32.0,Pete Falcone,Giants,0.9,1975.0,sp,74,185,23.75,1.0
6321,32.0,32.0,Pete Falcone,Cardinals,2.5,1976.0,sp,74,185,23.75,2.0
6322,27.0,22.0,Pete Falcone,Cardinals,-0.4,1977.0,sp,74,185,23.75,3.0
6323,19.0,14.0,Pete Falcone,Cardinals,-0.8,1978.0,sp,74,185,23.75,4.0
6324,33.0,31.0,Pete Falcone,Mets,0.8,1979.0,sp,74,185,23.75,5.0
6325,37.0,23.0,Pete Falcone,Mets,1.0,1980.0,sp,74,185,23.75,6.0
6326,35.0,9.0,Pete Falcone,Mets,1.2,1981.0,rp,74,185,23.75,7.0
6327,40.0,23.0,Pete Falcone,Mets,-0.5,1982.0,sp,74,185,23.75,8.0
6328,33.0,15.0,Pete Falcone,Braves,-0.3,1983.0,rp,74,185,23.75,9.0
6329,35.0,16.0,Pete Falcone,Braves,-0.3,1984.0,rp,74,185,23.75,10.0
6330,2.0,0.0,Brian Falkenborg,Orioles,0.0,1999.0,rp,78,195,22.53205128205128,1.0
6331,6.0,0.0,Brian Falkenborg,Dodgers,-0.2,2004.0,rp,78,195,22.53205128205128,6.0
6332,10.0,0.0,Brian Falkenborg,Padres,-0.1,2005.0,rp,78,195,22.53205128205128,7.0
6333,5.0,0.0,Brian Falkenborg,Cardinals,0.1,2006.0,rp,78,195,22.53205128205128,8.0
6334,16.0,0.0,Brian Falkenborg,Cardinals,0.0,2007.0,rp,78,195,22.53205128205128,9.0
6335,25.0,0.0,Brian Falkenborg,2 Teams,-0.2,2008.0,rp,78,195,22.53205128205128,10.0
6336,16.0,0.0,Brian Falkenborg,Dodgers,-0.1,2008.0,rp,78,195,22.53205128205128,10.0
6337,3.0,3.0,Bob Fallon,White Sox,0.2,1984.0,sp,75,200,24.995555555555555,1.0
6338,10.0,0.0,Bob Fallon,White Sox,-0.4,1985.0,rp,75,200,24.995555555555555,2.0
6339,5.0,0.0,Steve Falteisek,Expos,0.0,1997.0,rp,74,200,25.675675675675674,1.0
6340,10.0,0.0,Steve Falteisek,Brewers,-0.2,1999.0,rp,74,200,25.675675675675674,3.0
6341,12.0,0.0,Harry Fanok,Cardinals,-0.3,1963.0,rp,72,180,24.409722222222225,1.0
6342,4.0,0.0,Harry Fanok,Cardinals,0.3,1964.0,rp,72,180,24.409722222222225,2.0
6343,5.0,5.0,Stan Fansler,Pirates,0.1,1986.0,sp,71,180,25.102162269390995,1.0
6344,43.0,4.0,Ed Farmer,Indians,-0.2,1971.0,rp,77,210,24.899645808736715,1.0
6345,46.0,1.0,Ed Farmer,Indians,-0.9,1972.0,rp,77,210,24.899645808736715,2.0
6346,40.0,0.0,Ed Farmer,2 Teams,-0.2,1973.0,rp,77,210,24.899645808736715,3.0
6347,16.0,0.0,Ed Farmer,Indians,-0.2,1973.0,rp,77,210,24.899645808736715,3.0
6348,14.0,3.0,Ed Farmer,Phillies,-0.3,1974.0,rp,77,210,24.899645808736715,4.0
6349,1.0,0.0,Ed Farmer,Orioles,0.0,1977.0,rp,77,210,24.899645808736715,7.0
6350,3.0,0.0,Ed Farmer,Brewers,0.0,1978.0,rp,77,210,24.899645808736715,8.0
6351,53.0,5.0,Ed Farmer,2 Teams,1.9,1979.0,rp,77,210,24.899645808736715,9.0
6352,11.0,2.0,Ed Farmer,Rangers,0.2,1979.0,rp,77,210,24.899645808736715,9.0
6353,64.0,0.0,Ed Farmer,White Sox,0.1,1980.0,rp,77,210,24.899645808736715,10.0
6354,42.0,0.0,Ed Farmer,White Sox,-0.3,1981.0,rp,77,210,24.899645808736715,11.0
6355,47.0,4.0,Ed Farmer,Phillies,0.4,1982.0,rp,77,210,24.899645808736715,12.0
6356,17.0,4.0,Ed Farmer,2 Teams,0.0,1983.0,rp,77,210,24.899645808736715,13.0
6357,12.0,3.0,Ed Farmer,Phillies,-0.2,1983.0,rp,77,210,24.899645808736715,13.0
6358,6.0,4.0,Howard Farmer,Expos,-0.7,1990.0,sp,75,185,23.120888888888892,1.0
6359,7.0,4.0,Mike Farmer,Rockies,-0.3,1996.0,sp,73,193,25.46049915556389,1.0
6360,44.0,0.0,Jeff Farnsworth,Tigers,-0.1,2002.0,rp,74,190,24.39189189189189,1.0
6361,27.0,21.0,Kyle Farnsworth,Cubs,-0.4,1999.0,sp,76,230,27.99342105263158,1.0
6362,46.0,5.0,Kyle Farnsworth,Cubs,-0.3,2000.0,rp,76,230,27.99342105263158,2.0
6363,76.0,0.0,Kyle Farnsworth,Cubs,2.0,2001.0,rp,76,230,27.99342105263158,3.0
6364,45.0,0.0,Kyle Farnsworth,Cubs,-0.4,2002.0,rp,76,230,27.99342105263158,4.0
6365,77.0,0.0,Kyle Farnsworth,Cubs,1.2,2003.0,rp,76,230,27.99342105263158,5.0
6366,72.0,0.0,Kyle Farnsworth,Cubs,0.3,2004.0,rp,76,230,27.99342105263158,6.0
6367,72.0,0.0,Kyle Farnsworth,2 Teams,1.5,2005.0,rp,76,230,27.99342105263158,7.0
6368,46.0,0.0,Kyle Farnsworth,Tigers,1.2,2005.0,rp,76,230,27.99342105263158,7.0
6369,72.0,0.0,Kyle Farnsworth,Yankees,1.1,2006.0,rp,76,230,27.99342105263158,8.0
6370,64.0,0.0,Kyle Farnsworth,Yankees,-0.2,2007.0,rp,76,230,27.99342105263158,9.0
6371,61.0,0.0,Kyle Farnsworth,2 Teams,-0.7,2008.0,rp,76,230,27.99342105263158,10.0
6372,45.0,0.0,Kyle Farnsworth,Yankees,-0.6,2008.0,rp,76,230,27.99342105263158,10.0
6373,41.0,0.0,Kyle Farnsworth,Royals,0.6,2009.0,rp,76,230,27.99342105263158,11.0
6374,60.0,0.0,Kyle Farnsworth,2 Teams,0.8,2010.0,rp,76,230,27.99342105263158,12.0
6375,37.0,0.0,Kyle Farnsworth,Royals,0.6,2010.0,rp,76,230,27.99342105263158,12.0
6376,63.0,0.0,Kyle Farnsworth,Rays,0.9,2011.0,rp,76,230,27.99342105263158,13.0
6377,34.0,0.0,Kyle Farnsworth,Rays,0.2,2012.0,rp,76,230,27.99342105263158,14.0
6378,48.0,0.0,Kyle Farnsworth,2 Teams,-0.1,2013.0,rp,76,230,27.99342105263158,15.0
6379,39.0,0.0,Kyle Farnsworth,Rays,-0.1,2013.0,rp,76,230,27.99342105263158,15.0
6380,35.0,0.0,Kyle Farnsworth,2 Teams,-0.1,2014.0,rp,76,230,27.99342105263158,16.0
6381,19.0,0.0,Kyle Farnsworth,Mets,-0.1,2014.0,rp,76,230,27.99342105263158,16.0
6382,5.0,0.0,Jim Farr,Rangers,0.1,1982.0,rp,73,195,25.724338525051607,1.0
6383,31.0,16.0,Steve Farr,Indians,1.0,1984.0,sp,71,200,27.891291410434434,1.0
6384,16.0,3.0,Steve Farr,Royals,0.6,1985.0,rp,71,200,27.891291410434434,2.0
6385,56.0,0.0,Steve Farr,Royals,0.9,1986.0,rp,71,200,27.891291410434434,3.0
6386,47.0,0.0,Steve Farr,Royals,0.8,1987.0,rp,71,200,27.891291410434434,4.0
6387,62.0,1.0,Steve Farr,Royals,1.5,1988.0,rp,71,200,27.891291410434434,5.0
6388,51.0,2.0,Steve Farr,Royals,0.8,1989.0,rp,71,200,27.891291410434434,6.0
6389,57.0,6.0,Steve Farr,Royals,1.6,1990.0,rp,71,200,27.891291410434434,7.0
6390,60.0,0.0,Steve Farr,Yankees,1.4,1991.0,rp,71,200,27.891291410434434,8.0
6391,50.0,0.0,Steve Farr,Yankees,1.1,1992.0,rp,71,200,27.891291410434434,9.0
6392,49.0,0.0,Steve Farr,Yankees,-0.7,1993.0,rp,71,200,27.891291410434434,10.0
6393,30.0,0.0,Steve Farr,2 Teams,-0.4,1994.0,rp,71,200,27.891291410434434,11.0
6394,19.0,0.0,Steve Farr,Indians,-0.4,1994.0,rp,71,200,27.891291410434434,11.0
6395,10.0,9.0,John Farrell,Indians,0.8,1987.0,sp,76,210,25.559210526315788,1.0
6396,31.0,30.0,John Farrell,Indians,2.6,1988.0,sp,76,210,25.559210526315788,2.0
6397,31.0,31.0,John Farrell,Indians,3.2,1989.0,sp,76,210,25.559210526315788,3.0
6398,17.0,17.0,John Farrell,Indians,0.7,1990.0,sp,76,210,25.559210526315788,4.0
6399,21.0,17.0,John Farrell,Angels,-1.1,1993.0,sp,76,210,25.559210526315788,7.0
6400,3.0,3.0,John Farrell,Angels,0.1,1994.0,sp,76,210,25.559210526315788,8.0
6401,1.0,0.0,John Farrell,Indians,0.2,1995.0,rp,76,210,25.559210526315788,9.0
6402,2.0,2.0,John Farrell,Tigers,-0.2,1996.0,sp,76,210,25.559210526315788,10.0
6403,51.0,0.0,Jeff Fassero,Expos,1.3,1991.0,rp,73,195,25.724338525051607,1.0
6404,70.0,0.0,Jeff Fassero,Expos,1.3,1992.0,rp,73,195,25.724338525051607,2.0
6405,56.0,15.0,Jeff Fassero,Expos,3.5,1993.0,rp,73,195,25.724338525051607,3.0
6406,21.0,21.0,Jeff Fassero,Expos,2.9,1994.0,sp,73,195,25.724338525051607,4.0
6407,30.0,30.0,Jeff Fassero,Expos,3.6,1995.0,sp,73,195,25.724338525051607,5.0
6408,34.0,34.0,Jeff Fassero,Expos,5.9,1996.0,sp,73,195,25.724338525051607,6.0
6409,35.0,35.0,Jeff Fassero,Mariners,5.0,1997.0,sp,73,195,25.724338525051607,7.0
6410,32.0,32.0,Jeff Fassero,Mariners,3.1,1998.0,sp,73,195,25.724338525051607,8.0
6411,37.0,27.0,Jeff Fassero,2 Teams,-0.5,1999.0,sp,73,195,25.724338525051607,9.0
6412,30.0,24.0,Jeff Fassero,Mariners,-0.8,1999.0,sp,73,195,25.724338525051607,9.0
6413,38.0,23.0,Jeff Fassero,Red Sox,1.8,2000.0,sp,73,195,25.724338525051607,10.0
6414,82.0,0.0,Jeff Fassero,Cubs,1.7,2001.0,rp,73,195,25.724338525051607,11.0
6415,73.0,0.0,Jeff Fassero,2 Teams,-0.1,2002.0,rp,73,195,25.724338525051607,12.0
6416,57.0,0.0,Jeff Fassero,Cubs,0.2,2002.0,rp,73,195,25.724338525051607,12.0
6417,62.0,6.0,Jeff Fassero,Cardinals,-0.8,2003.0,rp,73,195,25.724338525051607,13.0
6418,41.0,12.0,Jeff Fassero,2 Teams,1.3,2004.0,rp,73,195,25.724338525051607,14.0
6419,40.0,12.0,Jeff Fassero,Rockies,1.3,2004.0,rp,73,195,25.724338525051607,14.0
6420,48.0,6.0,Jeff Fassero,Giants,0.9,2005.0,rp,73,195,25.724338525051607,15.0
6421,10.0,1.0,Jeff Fassero,Giants,-0.3,2006.0,rp,73,195,25.724338525051607,16.0
6422,8.0,1.0,Darcy Fast,Cubs,-0.1,1968.0,rp,75,195,24.370666666666665,1.0
6423,1.0,0.0,Bill Faul,Tigers,-0.2,1962.0,rp,70,190,27.259183673469387,1.0
6424,28.0,10.0,Bill Faul,Tigers,-0.1,1963.0,rp,70,190,27.259183673469387,2.0
6425,1.0,1.0,Bill Faul,Tigers,-0.2,1964.0,sp,70,190,27.259183673469387,3.0
6426,17.0,16.0,Bill Faul,Cubs,1.2,1965.0,sp,70,190,27.259183673469387,4.0
6427,17.0,6.0,Bill Faul,Cubs,-0.6,1966.0,rp,70,190,27.259183673469387,5.0
6428,7.0,0.0,Bill Faul,Giants,-0.1,1970.0,rp,70,190,27.259183673469387,9.0
6429,11.0,0.0,Andrew Faulkner,Rangers,0.0,2015.0,rp,75,205,25.620444444444445,1.0
6430,9.0,0.0,Andrew Faulkner,Rangers,-0.4,2016.0,rp,75,205,25.620444444444445,2.0
6431,4.0,2.0,Ryan Feierabend,Mariners,0.0,2006.0,sp,75,225,28.12,1.0
6432,13.0,9.0,Ryan Feierabend,Mariners,-0.5,2007.0,sp,75,225,28.12,2.0
6433,8.0,8.0,Ryan Feierabend,Mariners,0.1,2008.0,sp,75,225,28.12,3.0
6434,6.0,0.0,Ryan Feierabend,Rangers,0.1,2014.0,rp,75,225,28.12,9.0
6435,8.0,0.0,Scott Feldman,Rangers,0.2,2005.0,rp,78,225,25.99852071005917,1.0
6436,36.0,0.0,Scott Feldman,Rangers,0.3,2006.0,rp,78,225,25.99852071005917,2.0
6437,29.0,0.0,Scott Feldman,Rangers,-0.4,2007.0,rp,78,225,25.99852071005917,3.0
6438,28.0,25.0,Scott Feldman,Rangers,0.3,2008.0,sp,78,225,25.99852071005917,4.0
6439,34.0,31.0,Scott Feldman,Rangers,2.9,2009.0,sp,78,225,25.99852071005917,5.0
6440,29.0,22.0,Scott Feldman,Rangers,1.1,2010.0,sp,78,225,25.99852071005917,6.0
6441,11.0,2.0,Scott Feldman,Rangers,0.2,2011.0,rp,78,225,25.99852071005917,7.0
6442,29.0,21.0,Scott Feldman,Rangers,2.1,2012.0,sp,78,225,25.99852071005917,8.0
6443,30.0,30.0,Scott Feldman,2 Teams,2.0,2013.0,sp,78,225,25.99852071005917,9.0
6444,15.0,15.0,Scott Feldman,Cubs,1.0,2013.0,sp,78,225,25.99852071005917,9.0
6445,29.0,29.0,Scott Feldman,Astros,1.4,2014.0,sp,78,225,25.99852071005917,10.0
6446,18.0,18.0,Scott Feldman,Astros,0.9,2015.0,sp,78,225,25.99852071005917,11.0
6447,40.0,5.0,Scott Feldman,2 Teams,0.4,2016.0,rp,78,225,25.99852071005917,12.0
6448,26.0,5.0,Scott Feldman,Astros,0.4,2016.0,rp,78,225,25.99852071005917,12.0
6449,21.0,21.0,Scott Feldman,Reds,0.7,2017.0,sp,78,225,25.99852071005917,13.0
6450,6.0,0.0,Pedro Feliciano,Mets,0.1,2002.0,rp,70,195,27.976530612244897,1.0
6451,23.0,0.0,Pedro Feliciano,Mets,0.2,2003.0,rp,70,195,27.976530612244897,2.0
6452,22.0,0.0,Pedro Feliciano,Mets,-0.1,2004.0,rp,70,195,27.976530612244897,3.0
6453,64.0,0.0,Pedro Feliciano,Mets,0.9,2006.0,rp,70,195,27.976530612244897,5.0
6454,78.0,0.0,Pedro Feliciano,Mets,0.8,2007.0,rp,70,195,27.976530612244897,6.0
6455,86.0,0.0,Pedro Feliciano,Mets,-0.1,2008.0,rp,70,195,27.976530612244897,7.0
6456,88.0,0.0,Pedro Feliciano,Mets,0.6,2009.0,rp,70,195,27.976530612244897,8.0
6457,92.0,0.0,Pedro Feliciano,Mets,0.7,2010.0,rp,70,195,27.976530612244897,9.0
6458,25.0,0.0,Pedro Feliciano,Mets,-0.1,2013.0,rp,70,195,27.976530612244897,12.0
6459,20.0,0.0,Neftali Feliz,Rangers,1.1,2009.0,rp,75,235,29.369777777777777,1.0
6460,70.0,0.0,Neftali Feliz,Rangers,2.0,2010.0,rp,75,235,29.369777777777777,2.0
6461,64.0,0.0,Neftali Feliz,Rangers,0.9,2011.0,rp,75,235,29.369777777777777,3.0
6462,8.0,7.0,Neftali Feliz,Rangers,0.5,2012.0,sp,75,235,29.369777777777777,4.0
6463,6.0,0.0,Neftali Feliz,Rangers,0.1,2013.0,rp,75,235,29.369777777777777,5.0
6464,30.0,0.0,Neftali Feliz,Rangers,-0.2,2014.0,rp,75,235,29.369777777777777,6.0
6465,48.0,0.0,Neftali Feliz,2 Teams,0.4,2015.0,rp,75,235,29.369777777777777,7.0
6466,18.0,0.0,Neftali Feliz,Rangers,0.2,2015.0,rp,75,235,29.369777777777777,7.0
6467,62.0,0.0,Neftali Feliz,Pirates,-0.1,2016.0,rp,75,235,29.369777777777777,8.0
6468,49.0,0.0,Neftali Feliz,2 Teams,-0.6,2017.0,rp,75,235,29.369777777777777,9.0
6469,29.0,0.0,Neftali Feliz,Brewers,-0.8,2017.0,rp,75,235,29.369777777777777,9.0
6470,1.0,0.0,Terry Felton,Twins,0.0,1979.0,rp,73,180,23.74554325389379,1.0
6471,5.0,4.0,Terry Felton,Twins,0.2,1980.0,sp,73,180,23.74554325389379,2.0
6472,1.0,0.0,Terry Felton,Twins,-0.1,1981.0,rp,73,180,23.74554325389379,3.0
6473,48.0,6.0,Terry Felton,Twins,-1.0,1982.0,rp,73,180,23.74554325389379,4.0
6474,1.0,0.0,Ramon Fermin,Athletics,0.0,1995.0,rp,75,180,22.496000000000002,1.0
6475,13.0,13.0,Alex Fernandez,White Sox,1.4,1990.0,sp,73,215,28.362732219928688,1.0
6476,34.0,32.0,Alex Fernandez,White Sox,2.7,1991.0,sp,73,215,28.362732219928688,2.0
6477,29.0,29.0,Alex Fernandez,White Sox,1.8,1992.0,sp,73,215,28.362732219928688,3.0
6478,34.0,34.0,Alex Fernandez,White Sox,4.1,1993.0,sp,73,215,28.362732219928688,4.0
6479,24.0,24.0,Alex Fernandez,White Sox,2.4,1994.0,sp,73,215,28.362732219928688,5.0
6480,30.0,30.0,Alex Fernandez,White Sox,4.5,1995.0,sp,73,215,28.362732219928688,6.0
6481,35.0,35.0,Alex Fernandez,White Sox,4.7,1996.0,sp,73,215,28.362732219928688,7.0
6482,32.0,32.0,Alex Fernandez,Marlins,3.3,1997.0,sp,73,215,28.362732219928688,8.0
6483,24.0,24.0,Alex Fernandez,Marlins,3.1,1999.0,sp,73,215,28.362732219928688,10.0
6484,8.0,8.0,Alex Fernandez,Marlins,0.6,2000.0,sp,73,215,28.362732219928688,11.0
6485,5.0,2.0,Jared Fernandez,Reds,0.0,2001.0,rp,74,223,28.62837837837838,1.0
6486,14.0,8.0,Jared Fernandez,Reds,0.5,2002.0,sp,74,223,28.62837837837838,2.0
6487,12.0,6.0,Jared Fernandez,Astros,0.5,2003.0,sp,74,223,28.62837837837838,3.0
6488,2.0,1.0,Jared Fernandez,Astros,-0.1,2004.0,sp,74,223,28.62837837837838,4.0
6489,4.0,0.0,Jared Fernandez,Brewers,-0.1,2006.0,rp,74,223,28.62837837837838,6.0
6490,28.0,28.0,Jose Fernandez,Marlins,4.1,2013.0,sp,74,240,30.810810810810814,1.0
6491,8.0,8.0,Jose Fernandez,Marlins,1.6,2014.0,sp,74,240,30.810810810810814,2.0
6492,11.0,11.0,Jose Fernandez,Marlins,2.1,2015.0,sp,74,240,30.810810810810814,3.0
6493,29.0,29.0,Jose Fernandez,Marlins,6.2,2016.0,sp,74,240,30.810810810810814,4.0
6494,30.0,28.0,Osvaldo Fernandez,Giants,1.4,1996.0,sp,74,190,24.39189189189189,1.0
6495,11.0,11.0,Osvaldo Fernandez,Giants,0.3,1997.0,sp,74,190,24.39189189189189,2.0
6496,15.0,14.0,Osvaldo Fernandez,Reds,1.3,2000.0,sp,74,190,24.39189189189189,5.0
6497,20.0,14.0,Osvaldo Fernandez,Reds,0.7,2001.0,sp,74,190,24.39189189189189,6.0
6498,2.0,1.0,Sid Fernandez,Dodgers,0.0,1983.0,sp,73,230,30.34152749108651,1.0
6499,15.0,15.0,Sid Fernandez,Mets,0.9,1984.0,sp,73,230,30.34152749108651,2.0
6500,26.0,26.0,Sid Fernandez,Mets,3.1,1985.0,sp,73,230,30.34152749108651,3.0
6501,32.0,31.0,Sid Fernandez,Mets,4.0,1986.0,sp,73,230,30.34152749108651,4.0
6502,28.0,27.0,Sid Fernandez,Mets,1.9,1987.0,sp,73,230,30.34152749108651,5.0
6503,31.0,31.0,Sid Fernandez,Mets,3.3,1988.0,sp,73,230,30.34152749108651,6.0
6504,35.0,32.0,Sid Fernandez,Mets,3.2,1989.0,sp,73,230,30.34152749108651,7.0
6505,30.0,30.0,Sid Fernandez,Mets,3.2,1990.0,sp,73,230,30.34152749108651,8.0
6506,8.0,8.0,Sid Fernandez,Mets,0.8,1991.0,sp,73,230,30.34152749108651,9.0
6507,32.0,32.0,Sid Fernandez,Mets,4.9,1992.0,sp,73,230,30.34152749108651,10.0
6508,18.0,18.0,Sid Fernandez,Mets,0.9,1993.0,sp,73,230,30.34152749108651,11.0
6509,19.0,19.0,Sid Fernandez,Orioles,0.3,1994.0,sp,73,230,30.34152749108651,12.0
6510,19.0,18.0,Sid Fernandez,2 Teams,0.8,1995.0,sp,73,230,30.34152749108651,13.0
6511,8.0,7.0,Sid Fernandez,Orioles,-0.3,1995.0,sp,73,230,30.34152749108651,13.0
6512,11.0,11.0,Sid Fernandez,Phillies,1.7,1996.0,sp,73,230,30.34152749108651,14.0
6513,1.0,1.0,Sid Fernandez,Astros,0.0,1997.0,sp,73,230,30.34152749108651,15.0
6514,4.0,0.0,Anthony Ferrari,Expos,-0.2,2003.0,rp,69,165,24.363579080025207,1.0
6515,2.0,0.0,Tony Ferreira,Royals,0.1,1985.0,rp,73,160,21.1071495590167,1.0
6516,9.0,0.0,Jeff Ferrell,Tigers,-0.2,2015.0,rp,75,205,25.620444444444445,1.0
6517,11.0,0.0,Jeff Ferrell,Tigers,-0.1,2017.0,rp,75,205,25.620444444444445,3.0
6518,2.0,0.0,Bob Ferris,Angels,-0.1,1979.0,rp,78,225,25.99852071005917,1.0
6519,5.0,3.0,Bob Ferris,Angels,-0.1,1980.0,sp,78,225,25.99852071005917,2.0
6520,1.0,0.0,Mike Fetters,Angels,0.0,1989.0,rp,76,230,27.99342105263158,1.0
6521,26.0,2.0,Mike Fetters,Angels,-0.1,1990.0,rp,76,230,27.99342105263158,2.0
6522,19.0,4.0,Mike Fetters,Angels,-0.1,1991.0,rp,76,230,27.99342105263158,3.0
6523,50.0,0.0,Mike Fetters,Brewers,0.5,1992.0,rp,76,230,27.99342105263158,4.0
6524,45.0,0.0,Mike Fetters,Brewers,0.1,1993.0,rp,76,230,27.99342105263158,5.0
6525,42.0,0.0,Mike Fetters,Brewers,0.9,1994.0,rp,76,230,27.99342105263158,6.0
6526,40.0,0.0,Mike Fetters,Brewers,0.5,1995.0,rp,76,230,27.99342105263158,7.0
6527,61.0,0.0,Mike Fetters,Brewers,1.4,1996.0,rp,76,230,27.99342105263158,8.0
6528,51.0,0.0,Mike Fetters,Brewers,1.2,1997.0,rp,76,230,27.99342105263158,9.0
6529,60.0,0.0,Mike Fetters,2 Teams,0.5,1998.0,rp,76,230,27.99342105263158,10.0
6530,48.0,0.0,Mike Fetters,Athletics,0.5,1998.0,rp,76,230,27.99342105263158,10.0
6531,27.0,0.0,Mike Fetters,Orioles,-0.3,1999.0,rp,76,230,27.99342105263158,11.0
6532,51.0,0.0,Mike Fetters,Dodgers,0.0,2000.0,rp,76,230,27.99342105263158,12.0
6533,54.0,0.0,Mike Fetters,2 Teams,-0.4,2001.0,rp,76,230,27.99342105263158,13.0
6534,34.0,0.0,Mike Fetters,Dodgers,-0.3,2001.0,rp,76,230,27.99342105263158,13.0
6535,65.0,0.0,Mike Fetters,2 Teams,0.1,2002.0,rp,76,230,27.99342105263158,14.0
6536,32.0,0.0,Mike Fetters,Pirates,0.0,2002.0,rp,76,230,27.99342105263158,14.0
6537,5.0,0.0,Mike Fetters,Twins,0.0,2003.0,rp,76,230,27.99342105263158,15.0
6538,23.0,0.0,Mike Fetters,Diamondbacks,-0.1,2004.0,rp,76,230,27.99342105263158,16.0
6539,31.0,29.0,Mark Fidrych,Tigers,4.7,1976.0,sp,75,175,21.871111111111112,1.0
6540,11.0,11.0,Mark Fidrych,Tigers,2.7,1977.0,sp,75,175,21.871111111111112,2.0
6541,3.0,3.0,Mark Fidrych,Tigers,0.5,1978.0,sp,75,175,21.871111111111112,3.0
6542,4.0,4.0,Mark Fidrych,Tigers,-0.2,1979.0,sp,75,175,21.871111111111112,4.0
6543,9.0,9.0,Mark Fidrych,Tigers,0.2,1980.0,sp,75,175,21.871111111111112,5.0
6544,5.0,0.0,Nate Field,Royals,-0.2,2002.0,rp,74,200,25.675675675675674,1.0
6545,19.0,0.0,Nate Field,Royals,-0.1,2003.0,rp,74,200,25.675675675675674,2.0
6546,43.0,0.0,Nate Field,Royals,0.1,2004.0,rp,74,200,25.675675675675674,3.0
6547,7.0,0.0,Nate Field,Royals,-0.1,2005.0,rp,74,200,25.675675675675674,4.0
6548,14.0,0.0,Nate Field,Rockies,0.0,2006.0,rp,74,200,25.675675675675674,5.0
6549,1.0,0.0,Nate Field,Marlins,0.0,2007.0,rp,74,200,25.675675675675674,6.0
6550,9.0,0.0,Casey Fien,Tigers,-0.1,2009.0,rp,74,210,26.959459459459456,1.0
6551,2.0,0.0,Casey Fien,Tigers,-0.1,2010.0,rp,74,210,26.959459459459456,2.0
6552,35.0,0.0,Casey Fien,Twins,0.5,2012.0,rp,74,210,26.959459459459456,4.0
6553,73.0,0.0,Casey Fien,Twins,1.0,2013.0,rp,74,210,26.959459459459456,5.0
6554,73.0,0.0,Casey Fien,Twins,0.8,2014.0,rp,74,210,26.959459459459456,6.0
6555,62.0,0.0,Casey Fien,Twins,0.8,2015.0,rp,74,210,26.959459459459456,7.0
6556,39.0,0.0,Casey Fien,2 Teams,-0.9,2016.0,rp,74,210,26.959459459459456,8.0
6557,14.0,0.0,Casey Fien,Twins,-0.3,2016.0,rp,74,210,26.959459459459456,8.0
